candidate_identity_key,candidate_type,artist_display_name,title,year,membership_count,active_effective_credit_total,archetype_ids,archetypes,import_classes,source_layers,pm_multi_membership_statuses,version_or_composition_risks,risk_statuses
album|a ap rocky|long live a ap,album,A$AP Rocky,Long.Live.A$AP,2013,1,1,052,Modern Trap / Streaming-Era Rap,boundary_candidate,pass_c_addition,not_applicable,none,resolved
album|a day to remember|homesick,album,A Day to Remember,Homesick,2009,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,boundary_candidate,current_graph,not_applicable,none,resolved
album|a g cook|britpop,album,A. G. Cook,Britpop,2024,1,1,119,Hyperpop / Synthetic Edge-Pop / Internet Maximalism,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|a ha|hunting high and low,album,A-ha,Hunting High and Low,1985,1,1,058,Synthpop / New Romantic / 80s Electronic Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|a r kane|69,album,A.R. Kane,69,1988,1,1,073,Shoegaze / Dream Pop / Noise Haze,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|a taste of honey|a taste of honey,album,A Taste of Honey,A Taste of Honey,1978,1,1,040,Disco / Dancefloor 70s,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|a tribe called quest|low end theory,album,A Tribe Called Quest,The Low End Theory,1991,1,1,046,Golden Age Hip-Hop / Conscious / Native Tongues,core_graph_album,current_graph,not_applicable,none,resolved
album|a tribe called quest|midnight marauders,album,A Tribe Called Quest,Midnight Marauders,1993,1,1,046,Golden Age Hip-Hop / Conscious / Native Tongues,core_graph_album,current_graph,not_applicable,none,resolved
album|a tribe called quest|people s instinctive travels and the paths of rhythm,album,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm,1990,1,1,046,Golden Age Hip-Hop / Conscious / Native Tongues,core_graph_album,current_graph,not_applicable,none,resolved
album|aaliyah|one in a million,album,Aaliyah,One in a Million,1996,1,1,042,New Jack Swing / 80s-90s R&B Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|abba|arrival,album,ABBA,Arrival,1976,1,1,088,70s-80s Pop Sovereigns,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|abba|gold greatest hits,album,ABBA,Gold: Greatest Hits,1992,1,1,113,Party / Wedding / Karaoke / Bar Singalong Canon,false_nearby_candidate,current_graph,not_applicable,none,resolved
album|above the law|livin like hustlers,album,Above the Law,Livin' Like Hustlers,1990,1,1,047,Gangsta Rap / West Coast / G-Funk,core_graph_album,v0_1_addition,not_applicable,clean_explicit,resolved_with_version_note
album|ac dc|back in black,album,AC/DC,Back in Black,1980,1,1,017,Hard Rock / Riff Rock / Proto-Metal,core_graph_album,current_graph,not_applicable,none,resolved
album|ac dc|highway to hell,album,AC/DC,Highway to Hell,1979,1,1,017,Hard Rock / Riff Rock / Proto-Metal,core_graph_album,current_graph,not_applicable,none,resolved
album|accept|restless and wild,album,Accept,Restless and Wild,1982,1,1,061,Traditional Heavy Metal / NWOBHM,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|adam and the ants|kings of the wild frontier,album,Adam and the Ants,Kings of the Wild Frontier,1980,1,1,057,New Wave / MTV Pop-Rock,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|adele|21,album,Adele,21,2011,1,1,092,Adult Pop / TV-Drama Anthem / Inspirational Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|adele|25,album,Adele,25,2015,1,1,092,Adult Pop / TV-Drama Anthem / Inspirational Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|adrianne lenker|songs,album,Adrianne Lenker,songs,2020,1,1,116,Modern Indie Singer-Songwriter / Sad-Prestige Indie,core_graph_album,current_graph,not_applicable,none,resolved
album|adverts|crossing the red sea with the adverts,album,The Adverts,Crossing the Red Sea with The Adverts,1978,1,1,053,First-Wave Punk / 70s Punk,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|aerosmith|rocks,album,Aerosmith,Rocks,1976,1,1,017,Hard Rock / Riff Rock / Proto-Metal,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|aerosmith|toys in the attic,album,Aerosmith,Toys in the Attic,1975,1,1,017,Hard Rock / Riff Rock / Proto-Metal,core_graph_album,current_graph,not_applicable,none,resolved
album|aesop rock|labor days,album,Aesop Rock,Labor Days,2001,1,1,051,Alternative / Experimental / Indie Rap,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|agnostic front|victim in pain,album,Agnostic Front,Victim in Pain,1984,1,1,055,Hardcore Punk / US 80s Hardcore,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|aimee mann|bachelor no 2,album,Aimee Mann,Bachelor No. 2,2000,1,1,029,Adult alternative and coffeehouse songcraft,core_graph_album,current_graph,not_applicable,none,resolved
album|aimee mann|lost in space,album,Aimee Mann,Lost in Space,2002,1,1,029,Adult alternative and coffeehouse songcraft,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|air supply|lost in love,album,Air Supply,Lost in Love,1980,1,1,022,Soft Rock / AM Gold / Adult Pop,core_graph_album,pass_c_addition,not_applicable,same_title,resolved_with_version_note
album|air|moon safari,album,Air,Moon Safari,1998,1,1,084,Trip-Hop / Downtempo / Nocturnal Electronic,core_graph_album,current_graph,not_applicable,none,resolved
album|airplay|airplay,album,Airplay,Airplay,1980,1,1,023,Yacht Rock / Smooth Studio Pop,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|al green|call me,album,Al Green,Call Me,1973,1,1,038,Southern Soul / Stax / Muscle Shoals,core_graph_album,current_graph,not_applicable,none,resolved
album|al green|i m still in love with you,album,Al Green,I'm Still in Love with You,1972,1,1,038,Southern Soul / Stax / Muscle Shoals,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|alabama|mountain music,album,Alabama,Mountain Music,1982,1,1,033,Country-Pop / Crossover Country,core_graph_album,current_graph,not_applicable,none,resolved
album|alan jackson|a lot about livin and a little bout love,album,Alan Jackson,A Lot About Livin' (And a Little 'Bout Love),1992,1,1,034,90s Country Radio / Hat Acts / New Traditionalists,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|alan jackson|don t rock the jukebox,album,Alan Jackson,Don't Rock the Jukebox,1991,1,1,034,90s Country Radio / Hat Acts / New Traditionalists,core_graph_album,current_graph,not_applicable,none,resolved
album|alan silvestri|back to the future,album,Alan Silvestri,Back to the Future,1985,1,1,107,Film Score / Epic Score / Ambient Cinematic,context_candidate,current_graph,not_applicable,none,resolved
album|alanis morissette|jagged little pill,album,Alanis Morissette,Jagged Little Pill,1995,1,1,074,Female 90s Alt / Riot Grrrl / Guitar Voices,false_nearby_candidate,current_graph,not_applicable,none,resolved
album|ali farka toure and ry cooder|talking timbuktu,album,Ali Farka Toure and Ry Cooder,Talking Timbuktu,1994,1,1,099,Global Folk / World Fusion / Diaspora Roots,core_graph_album,current_graph,not_applicable,none,resolved
album|alice cooper|billion dollar babies,album,Alice Cooper,Billion Dollar Babies,1973,1,1,017,Hard Rock / Riff Rock / Proto-Metal,core_graph_album,current_graph,not_applicable,none,resolved
album|alice in chains|dirt,album,Alice in Chains,Dirt,1992,1,1,070,Grunge / Seattle / 90s Alt Center,core_graph_album,current_graph,not_applicable,none,resolved
album|alice in chains|facelift,album,Alice in Chains,Facelift,1990,1,1,070,Grunge / Seattle / 90s Alt Center,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|alice in chains|jar of flies,album,Alice in Chains,Jar of Flies,1994,1,1,070,Grunge / Seattle / 90s Alt Center,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|alicia keys|songs in a minor,album,Alicia Keys,Songs in A Minor,2001,1,1,043,Neo-Soul / Conscious R&B,core_graph_album,current_graph,not_applicable,none,resolved
album|alkaline trio|from here to infirmary,album,Alkaline Trio,From Here to Infirmary,2001,1,1,076,Pop-Punk / Skate Punk / 90s-00s Punk Pop,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|all american rejects|all american rejects,album,The All-American Rejects,The All-American Rejects,2002,1,1,077,Emo / Mall Emo / Post-Hardcore Pop,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|allman brothers band|at fillmore east,album,The Allman Brothers Band,At Fillmore East,1971,1,1,019,Southern Rock / Roots Jam Rock,core_graph_album,current_graph,not_applicable,live,resolved_with_version_note
album|allman brothers band|brothers and sisters,album,The Allman Brothers Band,Brothers and Sisters,1973,1,1,019,Southern Rock / Roots Jam Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|allman brothers band|eat a peach,album,The Allman Brothers Band,Eat a Peach,1972,1,1,019,Southern Rock / Roots Jam Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|alt j|an awesome wave,album,alt-J,An Awesome Wave,2012,1,1,117,Modern Psych / Groove Indie / Tame-MGMT-Arctic Axis,core_graph_album,current_graph,not_applicable,none,resolved
album|amadou and mariam|dimanche a bamako,album,Amadou & Mariam,Dimanche a Bamako,2004,1,1,099,Global Folk / World Fusion / Diaspora Roots,core_graph_album,current_graph,not_applicable,none,resolved
album|amboy dukes|journey to the center of the mind,album,The Amboy Dukes,Journey to the Center of the Mind,1968,1,1,014,Heavy Psych / Blues-Rock / Acid Rock,core_graph_album,pass_c_addition,not_applicable,same_title,resolved_with_version_note
album|america|hearts,album,America,Hearts,1975,1,1,022,Soft Rock / AM Gold / Adult Pop,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|american aquarium|burn flicker die,album,American Aquarium,Burn.Flicker.Die.,2012,1,1,036,Red Dirt / Americana Country / Texas Country,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|american football|american football,album,American Football,American Football,1999,1,1,077,Emo / Mall Emo / Post-Hardcore Pop,core_graph_album,v0_1_addition,not_applicable,same_title,resolved_with_version_note
album|amy grant|heart in motion,album,Amy Grant,Heart in Motion,1991,1,1,109,CCM / Christian Pop-Rock / Worship Radio,context_candidate,current_graph,not_applicable,none,resolved
album|amyl and the sniffers|comfort to me,album,Amyl and the Sniffers,Comfort to Me,2021,1,1,115,Current Rock Revival / Post-Punk New Wave 2020s,core_graph_album,current_graph,not_applicable,none,resolved
album|andrae crouch|live in london,album,Andrae Crouch,Live in London,1978,1,1,108,Black Gospel / Gospel Soul,context_candidate,current_graph,not_applicable,none,resolved
album|andrea bocelli|romanza,album,Andrea Bocelli,Romanza,1997,1,1,103,Classical Crossover / Instrumental Popular Canon,core_graph_album,current_graph,not_applicable,none,resolved
album|andrea bocelli|sogno,album,Andrea Bocelli,Sogno,1999,1,1,103,Classical Crossover / Instrumental Popular Canon,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|angel olsen|all mirrors,album,Angel Olsen,All Mirrors,2019,1,1,116,Modern Indie Singer-Songwriter / Sad-Prestige Indie,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|angel olsen|big time,album,Angel Olsen,Big Time,2022,1,1,116,Modern Indie Singer-Songwriter / Sad-Prestige Indie,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|angel witch|angel witch,album,Angel Witch,Angel Witch,1980,1,1,061,Traditional Heavy Metal / NWOBHM,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|angie stone|black diamond,album,Angie Stone,Black Diamond,1999,1,1,043,Neo-Soul / Conscious R&B,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|animal collective|merriweather post pavilion,album,Animal Collective,Merriweather Post Pavilion,2009,1,1,078,Blog Indie / Prestige Indie / 2000s Indie Rock,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|animals|animals,album,The Animals,The Animals,1964,1,1,008,British Invasion / Core UK Beat Groups,core_graph_album,pass_c_addition,not_applicable,same_title,resolved_with_version_note
album|anita baker|giving you the best that i got,album,Anita Baker,Giving You the Best That I Got,1988,1,1,041,Quiet Storm / Smooth R&B / Adult Soul,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|anita baker|rapture,album,Anita Baker,Rapture,1986,1,1,041,Quiet Storm / Smooth R&B / Adult Soul,core_graph_album,current_graph,not_applicable,none,resolved
album|ann peebles|i can t stand the rain,album,Ann Peebles,I Can't Stand the Rain,1974,1,1,038,Southern Soul / Stax / Muscle Shoals,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|annette funicello|annette s beach party,album,Annette Funicello,Annette's Beach Party,1963,1,1,004,Teen Idol / Early Pop-Rock Radio,core_graph_album,current_graph,not_applicable,none,resolved
album|anoushka shankar|rise,album,Anoushka Shankar,Rise,2005,1,1,099,Global Folk / World Fusion / Diaspora Roots,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|anthony hamilton|comin from where i m from,album,Anthony Hamilton,Comin' from Where I'm From,2003,1,1,043,Neo-Soul / Conscious R&B,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|anthrax|among the living,album,Anthrax,Among the Living,1987,1,1,062,Thrash Metal / Speed Metal,core_graph_album,current_graph,not_applicable,none,resolved
album|aphex twin|richard d james album,album,Aphex Twin,Richard D. James Album,1996,1,1,087,Experimental Electronic / IDM / Art-Electronic,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|aphex twin|selected ambient works 85 92,album,Aphex Twin,Selected Ambient Works 85-92,1992,1,1,087,Experimental Electronic / IDM / Art-Electronic,core_graph_album,current_graph,not_applicable,none,resolved
album|apples in stereo|fun trick noisemaker,album,The Apples in Stereo,Fun Trick Noisemaker,1995,1,1,075,Power-Pop Revival / Crunchy Alt-Pop,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|arcade fire|funeral,album,Arcade Fire,Funeral,2004,1,1,078,Blog Indie / Prestige Indie / 2000s Indie Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|arcade fire|neon bible,album,Arcade Fire,Neon Bible,2007,1,1,078,Blog Indie / Prestige Indie / 2000s Indie Rock,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|archers of loaf|icky mettle,album,Archers of Loaf,Icky Mettle,1993,1,1,072,90s Indie / Lo-Fi / Slacker / Matador Axis,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|architects|classic symptoms of a broken spirit,album,Architects,the classic symptoms of a broken spirit,2022,1,1,118,Heavy Modern Alternative / Active Rock Survival,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|architects|for those that wish to exist,album,Architects,For Those That Wish to Exist,2021,1,1,118,Heavy Modern Alternative / Active Rock Survival,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|architects|lost forever lost together,album,Architects,Lost Forever // Lost Together,2014,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|arctic monkeys|am,album,Arctic Monkeys,AM,2013,1,1,117,Modern Psych / Groove Indie / Tame-MGMT-Arctic Axis,core_graph_album,current_graph,not_applicable,none,resolved
album|arctic monkeys|favourite worst nightmare,album,Arctic Monkeys,Favourite Worst Nightmare,2007,1,1,079,Garage Revival / Rock-Is-Back 2000s,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|arctic monkeys|whatever people say i am that s what i m not,album,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",2006,1,1,079,Garage Revival / Rock-Is-Back 2000s,core_graph_album,current_graph,not_applicable,none,resolved
album|aretha franklin|amazing grace,album,Aretha Franklin,Amazing Grace,1972,1,1,108,Black Gospel / Gospel Soul,context_candidate,current_graph,not_applicable,none,resolved
album|aretha franklin|i never loved a man the way i love you,album,Aretha Franklin,I Never Loved a Man the Way I Love You,1967,1,1,038,Southern Soul / Stax / Muscle Shoals,core_graph_album,current_graph,not_applicable,none,resolved
album|aretha franklin|lady soul,album,Aretha Franklin,Lady Soul,1968,1,1,038,Southern Soul / Stax / Muscle Shoals,core_graph_album,current_graph,not_applicable,none,resolved
album|ariana grande|eternal sunshine,album,Ariana Grande,Eternal Sunshine,2024,1,1,093,TikTok / Streaming-Era Pop / Internet Pop,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|ariana grande|sweetener,album,Ariana Grande,Sweetener,2018,1,1,091,2010s Persona Pop / Architectural Pop,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|ariana grande|thank u next,album,Ariana Grande,"Thank U, Next",2019,1,1,091,2010s Persona Pop / Architectural Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|arlo guthrie|alice s restaurant,album,Arlo Guthrie,Alice's Restaurant,1967,1,1,026,Folk revival and protest folk,core_graph_album,current_graph,not_applicable,none,resolved
album|art blakey and the jazz messengers|moanin,album,Art Blakey and the Jazz Messengers,Moanin,1959,1,1,101,Jazz Foundations / Bebop / Hard Bop Gateway,core_graph_album,current_graph,not_applicable,none,resolved
album|as i lay dying|an ocean between us,album,As I Lay Dying,An Ocean Between Us,2007,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|asake|mr money with the vibe,album,Asake,Mr. Money With the Vibe,2022,1,1,097,Afrobeats / African Pop Crossover,core_graph_album,current_graph,not_applicable,none,resolved
album|asking alexandria|stand up and scream,album,Asking Alexandria,Stand Up and Scream,2009,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|aso|two seven,album,Aso,Two / Seven,2016,1,1,120,Algorithmic Mood / Lo-Fi / Chill / Study Music,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|association|birthday,album,The Association,Birthday,1968,1,1,012,Baroque Pop / Chamber Pop / Artful 60s Pop,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|association|insight out,album,The Association,Insight Out,1967,1,1,012,Baroque Pop / Chamber Pop / Artful 60s Pop,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|at the drive in|relationship of command,album,At the Drive-In,Relationship of Command,2000,1,1,060,Noise Rock / Post-Hardcore / Touch and Go Axis,core_graph_album,current_graph,not_applicable,none,resolved
album|at the gates|slaughter of the soul,album,At the Gates,Slaughter of the Soul,1995,1,1,068,Extreme Metal Gateway / Black-Death-Sludge,boundary_candidate,pass_c_addition,not_applicable,none,resolved
album|ataris|so long astoria,album,The Ataris,"So Long, Astoria",2003,1,1,076,Pop-Punk / Skate Punk / 90s-00s Punk Pop,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|atlanta rhythm section|champagne jam,album,Atlanta Rhythm Section,Champagne Jam,1978,1,1,019,Southern Rock / Roots Jam Rock,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|atreyu|curse,album,Atreyu,The Curse,2004,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|autechre|amber,album,Autechre,Amber,1994,1,1,087,Experimental Electronic / IDM / Art-Electronic,core_graph_album,pass_c_addition,not_applicable,same_title,resolved_with_version_note
album|autechre|tri repetae,album,Autechre,Tri Repetae,1995,1,1,087,Experimental Electronic / IDM / Art-Electronic,core_graph_album,current_graph,not_applicable,none,resolved
album|avenged sevenfold|city of evil,album,Avenged Sevenfold,City of Evil,2005,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|avenged sevenfold|waking the fallen,album,Avenged Sevenfold,Waking the Fallen,2003,1,1,067,Metalcore / Emo-Heavy / Modern Active Rock,core_graph_album,current_graph,not_applicable,none,resolved
album|aventura|we broke the rules,album,Aventura,We Broke the Rules,2002,1,1,096,Salsa / Latin Dance / Tropical Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|avett brothers|i and love and you,album,The Avett Brothers,I and Love and You,2009,1,1,030,Modern indie folk and folk-pop,core_graph_album,current_graph,not_applicable,none,resolved
album|avicii|true,album,Avicii,True,2013,1,1,083,EDM / Festival Dance / Big Room / Mainstream Electronic,core_graph_album,current_graph,not_applicable,none,resolved
album|ayra starr|19 and dangerous,album,Ayra Starr,19 & Dangerous,2021,1,1,097,Afrobeats / African Pop Crossover,core_graph_album,current_graph,not_applicable,none,resolved
album|b 52 s|b 52 s,album,The B-52's,The B-52's,1979,1,1,057,New Wave / MTV Pop-Rock,core_graph_album,v0_1_addition,not_applicable,same_title,resolved_with_version_note
album|baaba maal|nomad soul,album,Baaba Maal,Nomad Soul,1998,1,1,099,Global Folk / World Fusion / Diaspora Roots,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|babes in toyland|fontanelle,album,Babes in Toyland,Fontanelle,1992,1,1,070,Grunge / Seattle / 90s Alt Center,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|babymetal|metal resistance,album,BABYMETAL,Metal Resistance,2016,1,1,098,K-Pop / J-Pop / Asian Pop Crossover,boundary_candidate,current_graph,not_applicable,none,resolved
album|backstreet boys|black and blue,album,Backstreet Boys,Black & Blue,2000,1,1,089,90s Pop / Teen Pop / TRL Monoculture,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|backstreet boys|millennium,album,Backstreet Boys,Millennium,1999,1,1,089,90s Pop / Teen Pop / TRL Monoculture,core_graph_album,current_graph,not_applicable,none,resolved
album|bad brains|bad brains,album,Bad Brains,Bad Brains,1982,1,1,055,Hardcore Punk / US 80s Hardcore,core_graph_album,current_graph,not_applicable,none,resolved
album|bad brains|rock for light,album,Bad Brains,Rock for Light,1983,1,1,055,Hardcore Punk / US 80s Hardcore,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|bad bunny|un verano sin ti,album,Bad Bunny,Un Verano Sin Ti,2022,1,1,094,Reggaeton / Urbano / Latin Pop Crossover,core_graph_album,current_graph,not_applicable,none,resolved
album|bad bunny|yhlqmdlg,album,Bad Bunny,YHLQMDLG,2020,1,1,094,Reggaeton / Urbano / Latin Pop Crossover,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|bad company|bad company,album,Bad Company,Bad Company,1974,1,1,017,Hard Rock / Riff Rock / Proto-Metal,core_graph_album,current_graph,not_applicable,none,resolved
album|bad omens|death of peace of mind,album,Bad Omens,The Death of Peace of Mind,2022,2,2,067; 118,Heavy Modern Alternative / Active Rock Survival; Metalcore / Emo-Heavy / Modern Active Rock,boundary_candidate; core_graph_album,current_graph,not_applicable,none,resolved
album|bad religion|recipe for hate,album,Bad Religion,Recipe for Hate,1993,1,1,076,Pop-Punk / Skate Punk / 90s-00s Punk Pop,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|bad religion|stranger than fiction,album,Bad Religion,Stranger Than Fiction,1994,1,1,076,Pop-Punk / Skate Punk / 90s-00s Punk Pop,core_graph_album,v0_1_addition,not_applicable,remaster,resolved_with_version_note
album|badfinger|no dice,album,Badfinger,No Dice,1970,1,1,021,Power Pop / Melodic Guitar Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|badfinger|straight up,album,Badfinger,Straight Up,1971,1,1,021,Power Pop / Melodic Guitar Pop,core_graph_album,current_graph,not_applicable,none,resolved
album|band|music from big pink,album,The Band,Music from Big Pink,1968,1,1,019,Southern Rock / Roots Jam Rock,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|barry manilow|barry manilow ii,album,Barry Manilow,Barry Manilow II,1974,1,1,025,Piano pop and adult songcraft,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|barry white|can t get enough,album,Barry White,Can't Get Enough,1974,1,1,041,Quiet Storm / Smooth R&B / Adult Soul,core_graph_album,current_graph,not_applicable,same_title,resolved_with_version_note
album|basement jaxx|remedy,album,Basement Jaxx,Remedy,1999,1,1,081,House / Chicago / Dance Club Foundations,core_graph_album,current_graph,not_applicable,none,resolved
album|basement jaxx|rooty,album,Basement Jaxx,Rooty,2001,1,1,081,House / Chicago / Dance Club Foundations,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|basic channel|bcd,album,Basic Channel,BCD,1995,1,1,082,Techno / Detroit / Minimal Electronic,core_graph_album,pass_c_addition,not_applicable,other,resolved_with_version_note
album|bathory|under the sign of the black mark,album,Bathory,Under the Sign of the Black Mark,1987,1,1,068,Extreme Metal Gateway / Black-Death-Sludge,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|bauhaus|in the flat field,album,Bauhaus,In the Flat Field,1980,1,1,056,Post-Punk / Dark Melodic / Gothic Roots,core_graph_album,current_graph,not_applicable,none,resolved
album|be bop deluxe|axe victim,album,Be-Bop Deluxe,Axe Victim,1974,1,1,020,Glam Rock / Theatrical Seventies Rock,core_graph_album,pass_c_addition,not_applicable,none,resolved
album|be bop deluxe|futurama,album,Be-Bop Deluxe,Futurama,1975,1,1,020,Glam Rock / Theatrical Seventies Rock,core_graph_album,v0_1_addition,not_applicable,none,resolved
album|beach boys|all summer long,album,The Beach Boys,All Summer Long,1964,1,1,007,Surf / Instrumental / Early Guitar Pop,core_graph_album,current_graph,not_applicable,none,resolved
