v1_membership_id,candidate_identity_key,archetype_id,primary_archetype,candidate_type,artist_display_name,title,year,import_class,version_or_composition_risk,risk_status,resolution_status,version_notes,pm_multi_membership_status
v1m_00015,song|jerry lee lewis|great balls of fire,001,Early Rock & Roll Foundations,song,Jerry Lee Lewis,Great Balls of Fire,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00016,song|elvis presley|heartbreak hotel,001,Early Rock & Roll Foundations,song,Elvis Presley,Heartbreak Hotel,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00017,song|elvis presley|hound dog,001,Early Rock & Roll Foundations,song,Elvis Presley,Hound Dog,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00018,song|fats domino|i m walkin,001,Early Rock & Roll Foundations,song,Fats Domino,I'm Walkin',1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00019,song|elvis presley|jailhouse rock,001,Early Rock & Roll Foundations,song,Elvis Presley,Jailhouse Rock,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00020,song|chuck berry|johnny b goode,001,Early Rock & Roll Foundations,song,Chuck Berry,Johnny B. Goode,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00021,song|ritchie valens|la bamba,001,Early Rock & Roll Foundations,song,Ritchie Valens,La Bamba,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00022,song|jackie wilson|lonely teardrops,001,Early Rock & Roll Foundations,song,Jackie Wilson,Lonely Teardrops,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00023,song|little richard|long tall sally,001,Early Rock & Roll Foundations,song,Little Richard,Long Tall Sally,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00024,song|little richard|lucille,001,Early Rock & Roll Foundations,song,Little Richard,Lucille,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00025,song|chuck berry|maybellene,001,Early Rock & Roll Foundations,song,Chuck Berry,Maybellene,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00026,song|platters|only you,001,Early Rock & Roll Foundations,song,The Platters,Only You,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00027,song|buddy holly|peggy sue,001,Early Rock & Roll Foundations,song,Buddy Holly,Peggy Sue,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00028,song|buddy holly|rave on,001,Early Rock & Roll Foundations,song,Buddy Holly,Rave On,1958,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00029,song|little richard|rip it up,001,Early Rock & Roll Foundations,song,Little Richard,Rip It Up,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00030,song|chuck berry|rock and roll music,001,Early Rock & Roll Foundations,song,Chuck Berry,Rock and Roll Music,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00031,song|bill haley and his comets|rock around the clock,001,Early Rock & Roll Foundations,song,Bill Haley & His Comets,Rock Around the Clock,1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00032,song|chuck berry|roll over beethoven,001,Early Rock & Roll Foundations,song,Chuck Berry,Roll Over Beethoven,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00033,song|dion|runaround sue,001,Early Rock & Roll Foundations,song,Dion,Runaround Sue,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00034,song|del shannon|runaway,001,Early Rock & Roll Foundations,song,Del Shannon,Runaway,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00035,song|drifters|save the last dance for me,001,Early Rock & Roll Foundations,song,The Drifters,Save the Last Dance for Me,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00036,song|chuck berry|school day,001,Early Rock & Roll Foundations,song,Chuck Berry,School Day,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00037,song|bill haley and his comets|see you later alligator,001,Early Rock & Roll Foundations,song,Bill Haley & His Comets,"See You Later, Alligator",1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00038,song|bill haley and his comets|shake rattle and roll,001,Early Rock & Roll Foundations,song,Bill Haley & His Comets,"Shake, Rattle and Roll",1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00039,song|platters|smoke gets in your eyes,001,Early Rock & Roll Foundations,song,The Platters,Smoke Gets in Your Eyes,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00040,song|bobby darin|splish splash,001,Early Rock & Roll Foundations,song,Bobby Darin,Splish Splash,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00041,song|lloyd price|stagger lee,001,Early Rock & Roll Foundations,song,Lloyd Price,Stagger Lee,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00042,song|eddie cochran|summertime blues,001,Early Rock & Roll Foundations,song,Eddie Cochran,Summertime Blues,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00043,song|chuck berry|sweet little sixteen,001,Early Rock & Roll Foundations,song,Chuck Berry,Sweet Little Sixteen,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00044,song|buddy holly|that ll be the day,001,Early Rock & Roll Foundations,song,Buddy Holly,That'll Be the Day,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00045,song|elvis presley|that s all right,001,Early Rock & Roll Foundations,song,Elvis Presley,That's All Right,1954,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00046,song|platters|great pretender,001,Early Rock & Roll Foundations,song,The Platters,The Great Pretender,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00047,song|chubby checker|twist,001,Early Rock & Roll Foundations,song,Chubby Checker,The Twist,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00048,song|dion|wanderer,001,Early Rock & Roll Foundations,song,Dion,The Wanderer,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00049,song|drifters|there goes my baby,001,Early Rock & Roll Foundations,song,The Drifters,There Goes My Baby,1959,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00050,song|little richard|tutti frutti,001,Early Rock & Roll Foundations,song,Little Richard,Tutti Frutti,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00051,song|everly brothers|wake up little susie,001,Early Rock & Roll Foundations,song,The Everly Brothers,Wake Up Little Susie,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00052,song|bo diddley|who do you love,001,Early Rock & Roll Foundations,song,Bo Diddley,Who Do You Love?,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00053,song|jerry lee lewis|whole lotta shakin goin on,001,Early Rock & Roll Foundations,song,Jerry Lee Lewis,Whole Lotta Shakin' Goin' On,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00054,song|coasters|yakety yak,001,Early Rock & Roll Foundations,song,The Coasters,Yakety Yak,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00055,song|elvis presley|baby let s play house,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Elvis Presley,Baby Let's Play House,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00056,song|gene vincent|be bop a lula,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Gene Vincent,Be-Bop-A-Lula,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00057,song|duane eddy|because they re young,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Duane Eddy,Because They're Young,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00058,song|everly brothers|bird dog,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Everly Brothers,Bird Dog,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00059,song|carl perkins|blue suede shoes,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Carl Perkins,Blue Suede Shoes,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00060,song|gene vincent|bluejean bop,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Gene Vincent,Bluejean Bop,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00061,song|bo diddley|bo diddley,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Bo Diddley,Bo Diddley,1955,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00062,song|jerry lee lewis|breathless,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Jerry Lee Lewis,Breathless,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00063,song|eddie cochran|c mon everybody,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Eddie Cochran,C'mon Everybody,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00064,song|billy lee riley|flying saucers rock and roll,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Billy Lee Riley,Flying Saucers Rock and Roll,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00065,song|johnny cash|folsom prison blues,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Johnny Cash,Folsom Prison Blues,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00066,song|duane eddy|forty miles of bad road,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Duane Eddy,Forty Miles of Bad Road,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00067,song|wanda jackson|fujiyama mama,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Wanda Jackson,Fujiyama Mama,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00068,song|johnny cash|get rhythm,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Johnny Cash,Get Rhythm,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00069,song|carl perkins|honey don t,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Carl Perkins,Honey Don't,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00070,song|johnny burnette and the rock n roll trio|honey hush,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Johnny Burnette and the Rock 'n Roll Trio,Honey Hush,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00071,song|bobby fuller four|i fought the law,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Bobby Fuller Four,I Fought the Law,1965,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00072,song|link wray|jack the ripper,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Link Wray,Jack the Ripper,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00073,song|dick dale and his del tones|let s go trippin,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Dick Dale and His Del-Tones,Let's Go Trippin',1961,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00074,song|wanda jackson|let s have a party,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Wanda Jackson,Let's Have a Party,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00075,song|kingsmen|louie louie,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Kingsmen,Louie Louie,1963,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00076,song|carl perkins|matchbox,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Carl Perkins,Matchbox,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00077,song|buddy holly|maybe baby,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Buddy Holly,Maybe Baby,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00078,song|dick dale and his del tones|misirlou,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Dick Dale and His Del-Tones,Misirlou,1962,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00079,song|elvis presley|mystery train,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Elvis Presley,Mystery Train,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00080,song|ventures|perfidia,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Ventures,Perfidia,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00081,song|gene vincent|race with the devil,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Gene Vincent,Race with the Devil,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00082,song|link wray|raw hide,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Link Wray,Raw-Hide,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00083,song|duane eddy|rebel rouser,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Duane Eddy,Rebel-'Rouser,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00084,song|sonny burgess|red headed woman,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Sonny Burgess,Red Headed Woman,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00085,song|billy lee riley|red hot,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Billy Lee Riley,Red Hot,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00086,song|link wray|rumble,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Link Wray,Rumble,1958,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00087,song|eddie cochran|something else,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Eddie Cochran,Something Else,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00088,song|sonics|strychnine,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Sonics,Strychnine,1965,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00089,song|eddie cochran|summertime blues,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Eddie Cochran,Summertime Blues,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00090,song|trashmen|surfin bird,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Trashmen,Surfin' Bird,1963,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00091,song|dale hawkins|susie q,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Dale Hawkins,Susie Q,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00092,song|wailers|tall cool one,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Wailers,Tall Cool One,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00093,song|sanford clark|fool,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Sanford Clark,The Fool,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00094,song|jack scott|way i walk,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Jack Scott,The Way I Walk,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00095,song|sonics|witch,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Sonics,The Witch,1964,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00096,song|johnny burnette and the rock n roll trio|train kept a rollin,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Johnny Burnette and the Rock 'n Roll Trio,Train Kept A-Rollin',1956,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00097,song|eddie cochran|twenty flight rock,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Eddie Cochran,Twenty Flight Rock,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00098,song|ventures|walk don t run,002,Rockabilly / Primitive Guitar / Proto-Garage,song,The Ventures,"Walk, Don't Run",1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00099,song|bo diddley|who do you love,002,Rockabilly / Primitive Guitar / Proto-Garage,song,Bo Diddley,Who Do You Love?,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00100,song|crests|16 candles,003,Doo-Wop / Vocal Group Oldies,song,The Crests,16 Candles,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00101,song|dion and the belmonts|a teenager in love,003,Doo-Wop / Vocal Group Oldies,song,Dion and the Belmonts,A Teenager in Love,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00102,song|regents|barbara ann,003,Doo-Wop / Vocal Group Oldies,song,The Regents,Barbara Ann,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00103,song|marcels|blue moon,003,Doo-Wop / Vocal Group Oldies,song,The Marcels,Blue Moon,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00104,song|monotones|book of love,003,Doo-Wop / Vocal Group Oldies,song,The Monotones,Book of Love,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00105,song|del vikings|come go with me,003,Doo-Wop / Vocal Group Oldies,song,The Del-Vikings,Come Go with Me,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00106,song|shep and the limelites|daddy s home,003,Doo-Wop / Vocal Group Oldies,song,Shep and the Limelites,Daddy's Home,1961,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00107,song|clovers|devil or angel,003,Doo-Wop / Vocal Group Oldies,song,The Clovers,Devil or Angel,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00108,song|gene chandler|duke of earl,003,Doo-Wop / Vocal Group Oldies,song,Gene Chandler,Duke of Earl,1962,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00109,song|penguins|earth angel,003,Doo-Wop / Vocal Group Oldies,song,The Penguins,Earth Angel,1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00110,song|crows|gee,003,Doo-Wop / Vocal Group Oldies,song,The Crows,Gee,1953,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00111,song|silhouettes|get a job,003,Doo-Wop / Vocal Group Oldies,song,The Silhouettes,Get a Job,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00112,song|cadillacs|gloria,003,Doo-Wop / Vocal Group Oldies,song,The Cadillacs,Gloria,1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00113,song|spaniels|goodnite sweetheart goodnite,003,Doo-Wop / Vocal Group Oldies,song,The Spaniels,"Goodnite, Sweetheart, Goodnite",1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00114,song|flamingos|i only have eyes for you,003,Doo-Wop / Vocal Group Oldies,song,The Flamingos,I Only Have Eyes for You,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00115,song|dion and the belmonts|i wonder why,003,Doo-Wop / Vocal Group Oldies,song,Dion and the Belmonts,I Wonder Why,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00116,song|five satins|in the still of the night,003,Doo-Wop / Vocal Group Oldies,song,The Five Satins,In the Still of the Night,1956,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00117,song|diamonds|little darlin,003,Doo-Wop / Vocal Group Oldies,song,The Diamonds,Little Darlin',1957,boundary_candidate,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00118,song|clovers|love potion no 9,003,Doo-Wop / Vocal Group Oldies,song,The Clovers,Love Potion No. 9,1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00119,song|platters|only you,003,Doo-Wop / Vocal Group Oldies,song,The Platters,Only You,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00120,song|ruby and the romantics|our day will come,003,Doo-Wop / Vocal Group Oldies,song,Ruby and the Romantics,Our Day Will Come,1963,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00121,song|earls|remember then,003,Doo-Wop / Vocal Group Oldies,song,The Earls,Remember Then,1962,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00122,song|coasters|searchin,003,Doo-Wop / Vocal Group Oldies,song,The Coasters,Searchin',1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00123,song|chords|sh boom,003,Doo-Wop / Vocal Group Oldies,song,The Chords,Sh-Boom,1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00124,song|little anthony and the imperials|shimmy shimmy ko ko bop,003,Doo-Wop / Vocal Group Oldies,song,Little Anthony and the Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",1959,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00125,song|rays|silhouettes,003,Doo-Wop / Vocal Group Oldies,song,The Rays,Silhouettes,1957,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00126,song|skyliners|since i don t have you,003,Doo-Wop / Vocal Group Oldies,song,The Skyliners,Since I Don't Have You,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00127,song|moonglows|sincerely,003,Doo-Wop / Vocal Group Oldies,song,The Moonglows,Sincerely,1954,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00128,song|platters|smoke gets in your eyes,003,Doo-Wop / Vocal Group Oldies,song,The Platters,Smoke Gets in Your Eyes,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00129,song|cadillacs|speedoo,003,Doo-Wop / Vocal Group Oldies,song,The Cadillacs,Speedoo,1955,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00130,song|maurice williams and the zodiacs|stay,003,Doo-Wop / Vocal Group Oldies,song,Maurice Williams and the Zodiacs,Stay,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Song-first,not_applicable
v1m_00131,song|crests|step by step,003,Doo-Wop / Vocal Group Oldies,song,The Crests,Step by Step,1960,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
v1m_00132,song|little anthony and the imperials|tears on my pillow,003,Doo-Wop / Vocal Group Oldies,song,Little Anthony and the Imperials,Tears on My Pillow,1958,core_graph_playable,none,resolved,ready_for_apple_id_resolution,Artist-worthy,not_applicable
